Item,Gender,Measure,Gamma,Delta,Probability
listens to live music,male,existence,0.688194188522175,1.968726923223585,0.002999999999999998
listens to live music,male,existence,0.7118809018284082,1.968726923223585,0.017000000000000005
listens to live music,male,existence,0.6990639404393733,1.968726923223585,0.0009999999999999996
listens to live music,male,existence,0.6990639404393733,3.3339600544422865,0.005799999999999999
listens to live music,male,existence,0.7253463540691882,3.3339600544422865,0.007800000000000002
listens to live music,male,existence,0.667561094276607,3.3339600544422865,0.00019999999999999985
listens to live music,male,existence,0.661972452653572,3.3339600544422865,0.006599999999999997
listens to live music,male,existence,0.6826010807417333,3.3339600544422865,0.0005999999999999994
listens to live music,male,existence,0.6586424028500915,3.3339600544422865,0.0011999999999999988
listens to live music,male,existence,0.752502016723156,3.3339600544422865,0.0032
listens to live music,male,existence,0.7369391196407378,3.3339600544422865,0.007199999999999997
listens to live music,male,existence,0.7352692855056375,3.3339600544422865,0.007800000000000002
listens to live music,male,existence,0.7352692855056375,1.8756611389108002,0.0004
listens to live music,male,existence,0.7352692855056375,2.991092612501234,0.004199999999999997
listens to live music,male,existence,0.745388294570148,2.991092612501234,0.00019999999999999985
listens to live music,male,existence,0.7445496318396181,2.991092612501234,0.009000000000000001
listens to live music,male,existence,0.7323724345769733,2.991092612501234,0.0009999999999999996
listens to live music,male,existence,0.7900829089339823,2.991092612501234,0.0011999999999999988
listens to live music,male,existence,0.7394620957784355,2.991092612501234,0.0021999999999999997
listens to live music,male,existence,0.7394620957784355,2.687842433806509,0.0033999999999999994
listens to live music,male,existence,0.726432672701776,2.687842433806509,0.0005999999999999994
listens to live music,male,existence,0.7434014766477048,2.687842433806509,0.006399999999999995
listens to live music,male,existence,0.7291726877447218,2.687842433806509,0.006399999999999995
listens to live music,male,existence,0.6436547529883683,2.687842433806509,0.0008
listens to live music,male,existence,0.6826513062696904,2.687842433806509,0.01279999999999999
listens to live music,male,existence,0.7414913603570312,2.687842433806509,0.0020000000000000013
listens to live music,male,existence,0.7414913603570312,2.678229659795761,0.005000000000000001
listens to live music,male,existence,0.6435407146345824,2.678229659795761,0.0035999999999999986
listens to live music,male,existence,0.6795144868083298,2.678229659795761,0.0020000000000000013
listens to live music,male,existence,0.7776518324390054,2.678229659795761,0.0008
listens to live music,male,existence,0.6765869590453804,2.678229659795761,0.0017999999999999993
listens to live music,male,existence,0.673898552544415,2.678229659795761,0.0020000000000000013
listens to live music,male,existence,0.7169662893284112,2.678229659795761,0.0005999999999999994
listens to live music,male,existence,0.6767410801257938,2.678229659795761,0.0011999999999999988
listens to live music,male,existence,0.6767410801257938,2.5259352289140224,0.0024
listens to live music,male,existence,0.706711660604924,2.5259352289140224,0.0032
listens to live music,male,existence,0.7238516106735915,2.5259352289140224,0.0005999999999999994
listens to live music,male,existence,0.7097978899255395,2.5259352289140224,0.0014000000000000006
listens to live music,male,existence,0.6605372105259448,2.5259352289140224,0.0008
listens to live music,male,existence,0.7810387401841581,2.5259352289140224,0.004600000000000001
listens to live music,male,existence,0.7368505368940532,2.5259352289140224,0.0020000000000000013
listens to live music,male,existence,0.755149255739525,2.5259352289140224,0.004600000000000001
listens to live music,male,existence,0.7555741786491126,2.5259352289140224,0.0004
listens to live music,male,existence,0.6355045787058771,2.5259352289140224,0.0021999999999999997
listens to live music,male,existence,0.7628163562621921,2.5259352289140224,0.005400000000000001
listens to live music,male,existence,0.6822932935319841,2.5259352289140224,0.00019999999999999985
listens to live music,male,existence,0.7296412570867687,2.5259352289140224,0.004199999999999997
listens to live music,male,existence,0.625364888459444,2.5259352289140224,0.0004
listens to live music,male,existence,0.7028817262034863,2.5259352289140224,0.006799999999999999
listens to live music,male,existence,0.7028817262034863,2.7532874955795705,0.0009999999999999996
listens to live music,male,existence,0.6591872982680798,2.7532874955795705,0.006599999999999997
listens to live music,male,existence,0.6500688993837684,2.7532874955795705,0.0017999999999999993
