Item,Gender,Measure,Gamma,Delta,Probability
volunteers for political campaigns,female,existence,0.13262571417726576,4.252471541985869,0.00019999999999999985
volunteers for political campaigns,female,existence,0.13262571417726576,3.6478341557085514,0.0016
volunteers for political campaigns,female,existence,0.11979021830484271,3.6478341557085514,0.0014000000000000006
volunteers for political campaigns,female,existence,0.10840131156146526,3.6478341557085514,0.0004
volunteers for political campaigns,female,existence,0.13747601700015366,3.6478341557085514,0.004000000000000003
volunteers for political campaigns,female,existence,0.13747601700015366,3.7053309963084757,0.0114
volunteers for political campaigns,female,existence,0.13747601700015366,3.4697372815571725,0.0028000000000000013
volunteers for political campaigns,female,existence,0.13747601700015366,3.549697797279805,0.008399999999999994
volunteers for political campaigns,female,existence,0.13747601700015366,3.5915328888222575,0.0024
volunteers for political campaigns,female,existence,0.14042051322758198,3.5915328888222575,0.0004
volunteers for political campaigns,female,existence,0.11011291644535959,3.5915328888222575,0.004600000000000001
volunteers for political campaigns,female,existence,0.12214793101884425,3.5915328888222575,0.006599999999999997
volunteers for political campaigns,female,existence,0.11009089834988117,3.5915328888222575,0.0014000000000000006
volunteers for political campaigns,female,existence,0.11009089834988117,5.556780262850225,0.0004
volunteers for political campaigns,female,existence,0.11009089834988117,4.720345034729689,0.007599999999999996
volunteers for political campaigns,female,existence,0.1128124101087451,4.720345034729689,0.0056000000000000025
volunteers for political campaigns,female,existence,0.1128124101087451,6.006991351023316,0.0008
volunteers for political campaigns,female,existence,0.1128124101087451,4.282094014342874,0.004399999999999999
volunteers for political campaigns,female,existence,0.11615566583350301,4.282094014342874,0.0021999999999999997
volunteers for political campaigns,female,existence,0.15424258285202086,4.282094014342874,0.0011999999999999988
volunteers for political campaigns,female,existence,0.15424258285202086,2.829413115978241,0.0166
volunteers for political campaigns,female,existence,0.17693734192289412,2.829413115978241,0.01279999999999999
volunteers for political campaigns,female,existence,0.17693734192289412,3.2868940965272486,0.0025999999999999986
volunteers for political campaigns,female,existence,0.16480209422297776,3.2868940965272486,0.0017999999999999993
volunteers for political campaigns,female,existence,0.16480209422297776,3.15938510466367,0.00019999999999999985
volunteers for political campaigns,female,existence,0.07854984910227358,3.15938510466367,0.004000000000000003
